Id,OldName,NewName
9944,"Jen-Col Construction Ltd. Successful Bidder price is GST excluded","Jen-Col Construction Ltd."
9974,"Jim Pattison Industries (Jim Pattison Lease) Successful Bidder","Jim Pattison Industries (Jim Pattison Lease)"
10111,"K Rite Construction Ltd. Successful Bidder","K Rite Construction Ltd."
49804,"Kae West Contracting Inc. o/a Link","Kae West Contracting Inc.Link"
10234,"Keegan Holdings Ltd. O/A Bath Fitter","Keegan Holdings Ltd.Bath Fitter"
10243,"Keller Construction Ltd. O/A KellerDenali Construction","Keller Construction Ltd.KellerDenali Construction"
55277,"KELLY SKINNER O/A SKINNER CONSULTING","KELLY SKINNERSKINNER CONSULTING"
48124,"Kingsclear-Municipal GP Inc. o/a Kingsclear-Municipal Limited Partnership","Kingsclear-Municipal GP Inc.Kingsclear-Municipal Limited Partnership"
10351,"Kinsey Enterprises Inc. o/a Cdn Power Pac","Kinsey Enterprises Inc.Cdn Power Pac"
10630,"Lafarge Canada Inc. Successful Bidder","Lafarge Canada Inc."
10646,"Lafrentz Road Marking A Division of Canadian Road Builders Inc. (Lafrentz Road Marking) Based on the highest average score Lafretz was awarded the successful bidder","Lafrentz Road Marking A Division of Canadian Road Builders Inc. (Lafrentz Road Marking) Based on the highest average score Lafretz was awarded the"
10655,"Laing Co. Holdings Inc. O/A Avara Property Care","Laing Co. Holdings Inc.Avara Property Care"
10694,"Land Tec Landscape Contractors Ltd. Successful Bidder","Land Tec Landscape Contractors Ltd."
10767,"LCVM Consultants Inc. (Professional Quantity Surveyor/Value Management) Successful bidder","LCVM Consultants Inc. (Professional Quantity Surveyor/Value Management)"
10879,"LES EVALUATIONS MARC BOURRET APPRAISALS INC O/A MBC GROUP","LES EVALUATIONS MARC BOURRET APPRAISALS INCMBC GROUP"
11002,"Little River Water Hauling Inc. (Little River Water Hauling Inc.) Successful Bidder","Little River Water Hauling Inc. (Little River Water Hauling Inc.)"
11078,"Lorac Construction Ltd. Successful Bidder","Lorac Construction Ltd."
11161,"M&E Business Systems Ltd o/a Looker Office Furniture Based on multiple criteria","M&E Business Systems LtdLooker Office Furniture Based on multiple criteria"
11215,"MacroMind Media Inc. o/a Headversity","MacroMind Media Inc.Headversity"
58752,"MANGA HOTELS (KENT) LP O/A OTTAWA","MANGA HOTELS (KENT) LPOTTAWA"
11339,"Margo Greenwood Consulting o/a Zulu Aggregates","Margo Greenwood ConsultingZulu Aggregates"
11397,"Martin Deerline Successful bidder","Martin Deerline"
11414,"Mary Anne Moser o/a Global Partners in Science Communication","Mary Anne MoserGlobal Partners in Science Communication"
11442,"Matthews Equipment Limited O/A Herc Rentals","Matthews Equipment LimitedHerc Rentals"
11445,"Maverick Trailer Repair Inc. Successful Bidder","Maverick Trailer Repair Inc."
11598,"MDA Co-Auto Ltd. o/a WD-Co-Auto","MDA Co-Auto Ltd.WD-Co-Auto"
11768,"Michels Canada Co. Successful Bidder","Michels Canada Co."
11866,"Mimar Services o/a Direct Restoration","Mimar ServicesDirect Restoration"
12067,"MP Group Ltd. (MP Cleaners) Successful Bidder","MP Group Ltd. (MP Cleaners)"
12194,"N. Harris Computer Corporation O/A Cognera","N. Harris Computer CorporationCognera"
47985,"N.P.A. Ltd O/A E Construction","N.P.A. LtdE Construction"
12256,"Nation-Wide Home Services Corp. o/a Alberta Furnace Cleaning","Nation-Wide Home Services Corp.Alberta Furnace Cleaning"
42005,"NEVILLE GIBSON O/A NG MAINTENANCE","NEVILLE GIBSONNG MAINTENANCE"
12407,"NG Web Solutions LLC o/a Next Gen Web Solutions","NG Web Solutions LLCNext Gen Web Solutions"
12482,"Nordic Filmworks LTD. O/A Nordic Media","Nordic Filmworks LTD.Nordic Media"
12483,"Nordic Industries (1979) Ltd. O/A Nordic Fence","Nordic Industries (1979) Ltd.Nordic Fence"
12491,"Norellco Contractors ltd. Successful Bidder","Norellco Contractors ltd."
12638,"NoviClean Inc. (InterClean Equipment, Inc.) Successful Bidder","NoviClean Inc. (InterClean Equipment, Inc.)"
12763,"O'Hanlon Paving Ltd. Successful Bidder","O'Hanlon Paving Ltd."
12861,"Online Systems Inc o/a Online Business Systems","Online Systems IncOnline Business Systems"
63887,"Ontario Inc. o/a Universal","Ontario Inc.Universal"
13116,"Park Derochie Coatings LTD Successful Bidder","Park Derochie Coatings LTD"
13139,"Park Paving Ltd. Successful Bidder","Park Paving Ltd."
13268,"Peachtree Marketing Inc. O/A Tempo Framing Systems","Peachtree Marketing Inc.Tempo Framing Systems"
13301,"Pemco Construction Ltd. Successful Bidder","Pemco Construction Ltd."
13314,"Pentagon Structures Ltd. Successful bidder for this project","Pentagon Structures Ltd."
42305,"PRECISION CUT CONSTRUCTION O/A ERNEST DYCK","PRECISION CUT CONSTRUCTIONERNEST DYCK"
13738,"Pro Edge Skate Inc. Based on the highest evaluate score. ProEdge Skate Inc was the successful bidder","Pro Edge Skate Inc. Based on the highest evaluate score. ProEdge Skate Inc was the"
13981,"Questic Contracting Ltd. o/a Playquest Recreation","Questic Contracting Ltd.Playquest Recreation"
14025,"R.A. Malatest & Associates Ltd successful Respondent","R.A. Malatest & Associates Ltd"
14092,"Ram Mechanical Inc. Successful bidder","Ram Mechanical Inc."
14257,"Red-L Distributors Ltd. (Industrial Distributor of Hose, fittings, lubricants, etc.) Successful Bidder","Red-L Distributors Ltd. (Industrial Distributor of Hose, fittings, lubricants, etc.)"
14260,"Redrock Camps Contracts awarded to highest scoring bidder for proposals sumbitted","Redrock Camps Contracts awarded to"
14587,"ROBIN PETERSON HOLDING LTD. O/A MAGENTA PROGREEN LANDSCAPE MAINTENANCE","ROBIN PETERSON HOLDING LTD.MAGENTA PROGREEN LANDSCAPE MAINTENANCE"
48667,"Rocky Layne Construction Ltd o/a Slate Construction","Rocky Layne Construction LtdSlate Construction"
14708,"Rose Delta Successful Bidder","Rose Delta"
14792,"Rulam Contracting Ltd. Successful Bidder","Rulam Contracting Ltd."
14815,"Rustico Delena o/a The Wiener Takes It All","Rustico DelenaThe Wiener Takes It All"
14825,"RVW Ltd. o/a DBA Vinyl Window Pro","RVW Ltd.DBA Vinyl Window Pro"
15001,"Scandinavian Building Services Successful Bidder","Scandinavian Building Services"
53031,"SCOTT SMITH O/A ROYAL WEST ROOFING","SCOTT SMITHROYAL WEST ROOFING"
15274,"Shanghai Construction Group (Canada) Corporation Successful Bidder","Shanghai Construction Group (Canada) Corporation"
15304,"Shaw Telecom G.P. o/a Shaw Business","Shaw Telecom G.P.Shaw Business"
15316,"Shea David Sky Marketing Inc. O/A Brandsmith","Shea David Sky Marketing Inc.Brandsmith"
15343,"SHERWOOD STEEL LTD. (SHERWOOD STEEL LTD. ) Successful Bidder","SHERWOOD STEEL LTD. (SHERWOOD STEEL LTD. )"
15504,"Skyline Roofing Ltd. Successful bidder","Skyline Roofing Ltd."
15539,"Smith Carter Architects and Engineers Incorporated (Smith Carter) Highest Scoring Proponent","Smith Carter Architects and Engineers Incorporated (Smith Carter)"
15599,"SOILTEC Vertriebsgesellschaft technischer Artikel mbH O/A SOILTEC GMBH","SOILTEC Vertriebsgesellschaft technischer Artikel mbHSOILTEC GMBH"
15711,"Southland Transportation o/a Cold Lake Bus Lines","Southland TransportationCold Lake Bus Lines"
15739,"Spaces Inc. o/a CDI Spaces","Spaces Inc.CDI Spaces"
15799,"Speedy Collision Successful Bidder","Speedy Collision"
15925,"Stanley Construction Ltd. Successful bidder","Stanley Construction Ltd."
15926,"Stanley Construction Successful bidder","Stanley Construction"
15973,"Stantec Successful Bidder","Stantec"
16099,"Stingray Group Inc. o/a Stingray Radio Inc.","Stingray Group Inc.Stingray Radio Inc."
16211,"Summit Acceptance Limited Partnership O/A Summit Fleet","Summit Acceptance Limited PartnershipSummit Fleet"
16271,"Super Save Disposal (Alberta) Ltd. Thank you for submitting a proposal to the City of Airdrie. We have analysed all submissions and evaluated the reponses based on a number of weighted factors according to the City's needs. We wish to advise that Super Save was the successful bidder. Thank you very","Super Save Disposal (Alberta) Ltd. Thank you for submitting a proposal to the City of Airdrie. We have analysed all submissions and evaluated the reponses based on a number of weighted factors according to the City's needs. We wish to advise that Super Save was the"
16322,"Sureway Construction Management Ltd. Successful Bidder","Sureway Construction Management Ltd."
16356,"Swerdna Services Ltd. o/a AAA Striping & Seal Coating Services","Swerdna Services Ltd.AAA Striping & Seal Coating Services"
16357,"Swerdna Services Ltd. O/A AAA Stripping & Seal Coating Services","Swerdna Services Ltd.AAA Stripping & Seal Coating Services"
16427,"T&T Lee Enterprise Inc. o/a Central Alberta Fire Protection","T&T Lee Enterprise Inc.Central Alberta Fire Protection"
66028,"T.E.S. Contract Services Inc. o/a The Employment Solution","T.E.S. Contract Services Inc.The Employment Solution"
66016,"T.E.S. Contract Services Inc. o/a The Employment Solutions","T.E.S. Contract Services Inc.The Employment Solutions"
16568,"Teamwork Training Ltd. o/a Select People Solutions","Teamwork Training Ltd.Select People Solutions"
16654,"Terra Erosion Control Ltd. Successful Bidder","Terra Erosion Control Ltd."
16697,"Tetra Tech Canada Inc. (Tetra Tech) Successful Bidder","Tetra Tech Canada Inc. (Tetra Tech)"
16739,"The Bench Press Ltd o/a Creative Outdoor Advertising","The Bench Press LtdCreative Outdoor Advertising"
16808,"The Flooring Source Inc. o/a Nufloors","The Flooring Source Inc.Nufloors"
17047,"Titan Supply Successful Bidder","Titan Supply"
48872,"TOROMONT INDUSTRIES LTD. O/A CIMCO REFRIGERATION","TOROMONT INDUSTRIES LTD.CIMCO REFRIGERATION"
17317,"Triple Three Trading Ltd. (Plastic bag manufacture) Successful Bidder","Triple Three Trading Ltd. (Plastic bag manufacture)"
17348,"Trojan Industries Inc Successful Bidder","Trojan Industries Inc"
17463,"Tyco Integrated Fire & Security Canada Inc. O/A Johnson Controls","Tyco Integrated Fire & Security Canada Inc.Johnson Controls"
17464,"Tyco Integrated Fire & Security O/A Johnson Controls","Tyco Integrated Fire & SecurityJohnson Controls"
17521,"Unicon Concrete Solutions Successful Bidder","Unicon Concrete Solutions"
17994,"Wade Engineering Ltd. Successful bidder","Wade Engineering Ltd."
18069,"Waste Management of Canada Corp. Successful Bidder","Waste Management of Canada Corp."
18077,"Water Blast Manufacturing LP o/a Hotsy Cleaning Systems (Hotsy Cleaning Systems)","Water Blast Manufacturing LPHotsy Cleaning Systems (Hotsy Cleaning Systems)"
18078,"Water Blast Manufacturing o/a Hotsy Cleaning Systems","Water Blast ManufacturingHotsy Cleaning Systems"
18103,"Wax Contract awarded to highest scoring bidder","Wax Contract awarded to"
63395,"Wesnor Inc O/A Trailers Plus","Wesnor IncTrailers Plus"
18204,"West Canadian Digital Imaging Inc. O/A WCD","West Canadian Digital Imaging Inc.WCD"
18243,"West-Can Seal Coating Inc. Successful Bidder","West-Can Seal Coating Inc."
18291,"Western Gym & Recreational Supplies Ltd Congratulations! You have been chosen as the Successful Bidder for this RFP - Please contact Darcy Busch (403-294-8572) for the next steps.","Western Gym & Recreational Supplies Ltd Congratulations! You have been chosen as the"
18342,"Western Weather Protector LTD Successful bidder","Western Weather Protector LTD"
18372,"Westvac Industrial Ltd. Successful bidder for this project","Westvac Industrial Ltd."
18456,"Wilco Contractors Successful Bidder","Wilco Contractors"
18551,"Wolseley Successful Bidder","Wolseley"
18633,"WRD Borger Construction Award was made to the highest weighted average score. The successful bidder was WRD Borger","WRD Borger Construction Award was made to the highest weighted average score. The"
18639,"Wright Tree Service Canada, Ltd. O/A ArborCare","Wright Tree Service Canada, Ltd.ArborCare"
18674,"WT Partnership (WT Partnership (North America)) Successful Respondent","WT Partnership (WT Partnership (North America))"
18787,"Zimmer Incorporated O/A Farmboy Landscaping","Zimmer IncorporatedFarmboy Landscaping"
18788,"Zimmer Incorporated- o/a Farmboy Landscaping & Maintenance","Zimmer Incorporated-Farmboy Landscaping & Maintenance"
18789,"Zimmer Incorporated O/A Farmboy Landscaping and Maintenance","Zimmer IncorporatedFarmboy Landscaping and Maintenance"
